edge_mode,threshold,fpr,mu,tpr
tyler,9.177187858811,0.0,6.0,0.0
tyler,9.177187858811,0.0,8.0,0.0
tyler,9.293354793732657,0.0,4.0,0.0
tyler,9.293354793732657,0.0,6.0,0.0
tyler,9.293354793732657,0.0,8.0,0.0
tyler,9.409521728654315,0.0,4.0,0.0
tyler,9.409521728654315,0.0,6.0,0.0
tyler,9.409521728654315,0.0,8.0,0.0
tyler,9.525688663575973,0.0,4.0,0.0
tyler,9.525688663575973,0.0,6.0,0.0
tyler,9.525688663575973,0.0,8.0,0.0
tyler,9.641855598497632,0.0,4.0,0.0
tyler,9.641855598497632,0.0,6.0,0.0
tyler,9.641855598497632,0.0,8.0,0.0
tyler,9.758022533419291,0.0,4.0,0.0
tyler,9.758022533419291,0.0,6.0,0.0
tyler,9.758022533419291,0.0,8.0,0.0
tyler,9.87418946834095,0.0,4.0,0.0
tyler,9.87418946834095,0.0,6.0,0.0
tyler,9.87418946834095,0.0,8.0,0.0
tyler,9.990356403262608,0.0,4.0,0.0
tyler,9.990356403262608,0.0,6.0,0.0
tyler,9.990356403262608,0.0,8.0,0.0
tyler,10.106523338184266,0.0,4.0,0.0
tyler,10.106523338184266,0.0,6.0,0.0
tyler,10.106523338184266,0.0,8.0,0.0
tyler,10.222690273105924,0.0,4.0,0.0
tyler,10.222690273105924,0.0,6.0,0.0
tyler,10.222690273105924,0.0,8.0,0.0
tyler,10.338857208027582,0.0,4.0,0.0
tyler,10.338857208027582,0.0,6.0,0.0
tyler,10.338857208027582,0.0,8.0,0.0
tyler,10.45502414294924,0.0,4.0,0.0
tyler,10.45502414294924,0.0,6.0,0.0
tyler,10.45502414294924,0.0,8.0,0.0
tyler,10.571191077870898,0.0,4.0,0.0
tyler,10.571191077870898,0.0,6.0,0.0
tyler,10.571191077870898,0.0,8.0,0.0
tyler,10.687358012792556,0.0,4.0,0.0
tyler,10.687358012792556,0.0,6.0,0.0
tyler,10.687358012792556,0.0,8.0,0.0
tyler,10.803524947714214,0.0,4.0,0.0
tyler,10.803524947714214,0.0,6.0,0.0
tyler,10.803524947714214,0.0,8.0,0.0
tyler,10.919691882635872,0.0,4.0,0.0
tyler,10.919691882635872,0.0,6.0,0.0
tyler,10.919691882635872,0.0,8.0,0.0
tyler,11.03585881755753,0.0,4.0,0.0
tyler,11.03585881755753,0.0,6.0,0.0
tyler,11.03585881755753,0.0,8.0,0.0
tyler,11.15202575247919,0.0,4.0,0.0
tyler,11.15202575247919,0.0,6.0,0.0
tyler,11.15202575247919,0.0,8.0,0.0
tyler,11.268192687400848,0.0,4.0,0.0
tyler,11.268192687400848,0.0,6.0,0.0
tyler,11.268192687400848,0.0,8.0,0.0
tyler,11.384359622322506,0.0,4.0,0.0
tyler,11.384359622322506,0.0,6.0,0.0
tyler,11.384359622322506,0.0,8.0,0.0
tyler,11.500526557244164,0.0,4.0,0.0
tyler,11.500526557244164,0.0,6.0,0.0
tyler,11.500526557244164,0.0,8.0,0.0
tyler,11.616693492165822,0.0,4.0,0.0
tyler,11.616693492165822,0.0,6.0,0.0
tyler,11.616693492165822,0.0,8.0,0.0
